"^Bw1"||"^B"||1|8|13|18|33|41|51||28||0|0|0|0|3|45|50|92|99|27|87|99|18|73|83|11|47|54|17|50.2|77.7|0.2|5.5|16.6|0.6|8.1|23.6|1.4|13.1|33.4|4.6|15.8|29.5|1.2|7.7|48.2|13.3|32.9|65.1|0.2|11.9|34.3|4.5|21|35|3|16.9|17.9|0|0|0.8|0.36|1.16|4.17||||1.36|1.62|1.7||||1.42|1.68|1.76||4.01|6|40|0.1|0.16|0.23||||10.5|25.2|31.3|1.7|11.4|17.7|22|32|45|0.1|1.1|1.4|0|29|37|0|11|11|0|2|8|".32"|".32"|0|0|10|0|0|0|0|0|0|0|0|0|1.6|8.2|9.4||||0.2|5.3|48.1|5.1|6.2|7.8||||||||||0|4.8|12.1|||||||||||||||||||||"13881776"|"39855088"
"^Bw2"||"^B"||2|33|41|51||76|102||35||0|0|0|0|2|44|51|94|99|28|89|99|20|76|85|11|50|56|17|48.8|77.7|0.2|3.3|16.6|0.6|8|23.6|1.4|12.2|33.4|4.6|17.1|29.5|1.2|8.2|48.2|13.3|33.9|65.1|0.2|12.1|34.3|4.5|21.8|35|3|17.3|17.9|0|0|0.8|0.36|1.5|4.17||||1.36|1.69|1.7||||1.42|1.75|1.77||4.01|6|40|0.1|0.16|0.23||||10.6|26.5|31.8|1.7|12.8|18.5|22|30|45|0.1|1.1|1.4|0|30|37|0|11|11|0|2|8|".32"|".32"|0|0|10|0|0|0|0|0|0|0|0|0|1.6|7.9|9.4||||0.2|6.8|48.1|5.1|6.6|7.8||||||||||0|2.8|12.1|||||||||||||||||||||"13881776"|"39855089"
"^C"||"^C"|||33|76|102|102|200|200||124||0|0|0|0|3|47|49|92|99|25|87|99|18|69|85|10|43|54|17|56.4|77.7|0.2|7.4|16.6|0.6|8.8|23.6|1.4|14.7|33.4|4.6|15.6|29.5|1.2|9.9|48.2|13.3|31.5|65.1|0.2|13.3|34.3|4.5|18.2|35|3|12.1|17.9|0|0|1|0.39|1.14|12.76||||0.95|1.52|1.7||||1|1.57|1.75||4.01|6|40|0.1|0.12|0.23||||6.9|17.1|42.4|1.7|8.4|29.1|22|36|60|0.1|0.9|1.4|0|25|55|0|7|11|0|0|11|".32"|".32"|0|1|30|0|0|0|0|0|0|0|0|0|1.6|7.7|9.4||||0.3|16.9|48.1|5.1|6.6|7.8||||||||||0|2.5|15.6|||||||||||||||||||||"13881776"|"39855090"
"^A"||"^A"|||0|0|0|8|13|18||13||0|0|0|0|0|0|70|91|98|67|91|98|50|77|84|30|49|54|31.3|51.5|52|0.2|3.6|7.8|0.6|8.4|13.5|1.4|14.4|26|5.7|15.9|20.3|1.2|9.2|31.7|32|32.1|50.8|8.5|12.4|30.2|5.5|19.7|30.3|7.7|16.4|17.9|0|0|0.8|1.67|1.67|12||||0.95|1.41|1.49||||1|1.46|1.54||3|5|10|0.1|0.17|0.22||||19.2|25.7|35.7|5.7|10.9|25.5|35|41|60|0.5|1.2|1.4|22|30|54|4|10|11|0|2|8|".28"|".28"|0|0|6|0|0|0|0|0|0|0|0|0|4.2|8.6|9.5||||1|6.4|45.5|5.1|6.2|7.8||||||||||0|5.2|15.3|||||||||||||||||||||"13881776"|"39855091"
"^A"||"^A"||||0|||17|||17||0|0|0|0|0|0|65|84|100|47|73|100|33|58|92|15|29|54|45.6|64.7|76.3|0.8|3.7|10.6|2.8|10.5|23.6|6.6|24.8|33|9|16.8|27.9|3|8.9|21.5|15.3|24|49.6|1.1|10.6|27.9|9.1|13.4|22.4|3.6|11.3|14.5|0|0|0.8|2.47|4.84|13.74||||0.86|1.14|1.65||||0.89|1.17|1.68||1|4.01|100|0.11|0.12|0.15||||7.9|17.4|27.8|2.6|9.2|21.7|18|44|61|0.2|0.7|1.1|0|32|55|0|7|9|0|0|4|".20"|".20"|0|0|6|0|0|0|0|0|0|0|0|0|2|6.3|7.7||||0.4|4.9|43.7|5.1|6.3|8.4||||||||||0|4.8|15.1|||||||||||||||||||||"13881777"|"39855092"
"2^Cu"|2|"^C"||||69|||183|||114||0|11|43|0|9|43|24|67|93|21|66|93|10|40|84|4|16|57|17|78.3|87.5|0.2|10.6|50.1|0.6|21.4|33.4|1.4|26.6|45.8|2.7|13.7|34.8|1.1|6|48.2|4.9|15.7|61.5|0.2|5.1|34.4|0|10.6|35|2.1|6|26.7|0|0|1|0.21|4.26|14.38||||0.92|1.8|1.85||||1.81|1.82|2.01||1|10|100|0.06|0.08|0.23||||3.4|12.6|47|0.7|7.2|40.3|9|16|54|0|0.2|2.3|0|26|66|0|3|17|0|0|10|".17"|".17"|0|2|10|0|0|0|0|0|0|0|0|0|1.1|3.3|14.3||||0.2|23.9|53|5.1|8|8.4||||||||||0|0|18.7|||||||||||||||||||||"13881777"|"39855093"
"^Bwu"||"^B"||||17|||69|||52||0|6|41|0|2|41|45|84|93|25|75|89|16|57|89|7|27|61|17|68.6|77.7|0.2|3.8|16.6|0.6|13.5|23.6|1.4|26.1|33.4|4.6|16.9|29.5|1.2|8.3|48.2|13.3|20.7|61.5|0.2|8.7|34.3|4.5|12|35|3.2|10.7|26.7|0|0|0.8|0.64|1.16|5.53||||1.25|1.74|1.85||||1.29|1.78|1.9||1|6|100|0.09|0.1|0.23||||8|14.7|28.2|2.3|7.4|25.2|18|24|45|0.1|0.6|2.3|16|24|47|1|6|18|0|0|9|".24"|".24"|0|2|10|0|0|0|0|0|0|0|0|0|1.7|5.8|14.2||||0.2|26.4|52.9|5.1|7.4|8.4||||||||||0|0|15|||||||||||||||||||||"13881777"|"39855094"
"2Bwb"|2|"B"||||142|||200|||58||0|10|20|0|5|15|75|82|90|75|82|90|50|70|90|25|45|65|35|35|70||0|||0|||5|||20|||10||27|48|48||28|||20||3|17|17|0|0|0|0.5|0.5|1||||1.33|1.53|1.55||||1.38|1.58|1.59||1|20|100|0.09|0.15|0.17||||10|21.4|25.7|1.6|8.9|11.1|24|32|44|0.1|0.9|1|0|28|29|0|11|11|0|1|4|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0||||0.7|5.7|5.7|0.4|1.6|5.5|4.5|4.8|6||||||||||4.3|10|11.5|||||||||||||||||||||"13881778"|"39855095"
"2Ab"|2|"A"||||140|||142|||2||0|0|0|0|0|12|84|100|100|68|100|100|56|94|100|43|79|87|17|25.3|68.5|0.2|1.4|10.6|0.9|3.5|15.6|4|6.1|26|4.6|6.7|22.9|4.7|7.6|18.7|25|56.2|61.5|10.2|23.9|29.9|10.1|32.3|35|5.4|18.5|25.8|0|0|0|3|14|25||||1.1|1.28|1.4||||1.14|1.32|1.44||14|28|42|0.14|0.15|0.21||||16.7|36.2|45.3|4.9|26.1|41.9|27|41|49|0.1|1|2.8|23|58|88|2|11|16|0|13|27|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0||||2.1|11.5|32.8|2|6.8|21.5|3.6|4.8|6||||||||||9.5|36.5|68.2|||||||||||||||||||||"13881778"|"39855096"
"^Au"||"^A"||||0|||5|||5||0|0|0|0|1|2|10|20|29|6|16|25|4|12|22|2|7|14|45.6|63.4|76.3|0.8|8.5|10.6|2.8|14.5|23.6|6.6|17.9|33|9|13.5|27.9|3|9|21.5|15.3|27.8|49.6|1.1|13.4|27.9|9.1|14.4|22.4|3.6|8.8|14.5|0|0|0|2|2|5||||0.86|1.35|1.64||||0.89|1.38|1.67||1|50|100|0.02|0.04|0.07||||1.3|4.7|9.3|0.4|2|5.8|3|12|25|0|0.2|0.6|19|24|35|1|5|9|0|0|0|".02"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|3.6|8.1|13.2||||0.4|4|14.7|4.5|5.8|9||||||||||0|7.1|17.3|||||||||||||||||||||"13881778"|"39855097"
"^Bwu"||"^B"||||5|||28|||23||0|13|13|0|13|31|10|64|69|7|63|68|4|48|67|2|29|50|17|59.4|77.7|0.2|6.4|16.6|0.6|13.3|23.6|1.4|17.7|33.4|4.6|13.3|29.5|1.2|8.7|48.2|13.3|29.8|61.5|0.2|13.9|34.3|4.5|15.9|35|3|10.8|26.7|0|0|0|0.5|1|2||||1.26|1.58|1.75||||1.31|1.63|1.88||1|50|100|0|0.08|0.12||||0.7|10.9|21.2|0.2|5.2|16|2|22|38|0|0.6|3.5|0|23|41|0|6|18|0|0|5|".10"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|2.9|9.5|22.1||||0.3|4.6|23.6|4.5|5.7|9||||||||||0|7.9|20.5|||||||||||||||||||||"13881778"|"39855098"
"^Cu"||"^C"||||28|||46|||18||0|18|20|0|12|31|10|55|69|7|54|68|4|37|64|2|23|49|17|62.1|77.7|0.2|11.2|16.6|0.6|15.4|23.6|1.4|16.4|33.4|4.6|11.4|29.5|1.2|7.7|48.2|13.3|28.1|61.5|0.2|12.3|34.3|4.5|15.8|35|3|9.8|26.7|0|0|0|0.1|0.5|1||||1.56|1.61|1.75||||1.61|1.66|1.96||1|50|100|0|0.06|0.12||||0.6|8.8|21.2|0.1|3.9|16.1|2|18|30|0|0.5|3.4|0|21|39|0|6|18|0|0|5|".10"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|2.7|8.5|21.5||||0.4|3.1|23|4.5|5.5|9||||||||||0|8.2|19.8|||||||||||||||||||||"13881778"|"39855099"
"^C"||"^C"||||46|||140|||94||0|22|26|0|16|31|10|29|67|7|27|66|4|19|63|2|11|48|17|62|77.7|0.2|8.5|16.6|0.6|15.6|23.6|1.4|17.9|33.4|4.6|12.2|29.5|1.2|7.8|48.2|13.3|28.5|61.5|0.2|12.7|34.3|4.5|15.8|35|3|9.5|26.7|0|0|0|0.1|0.5|1||||1.56|1.61|1.75||||1.6|1.65|1.75||1|50|100|0|0.03|0.12||||0.5|4.2|20.2|0.1|1.8|14.8|2|9|29|0|0.2|3.4|0|21|39|0|5|18|0|0|5|".05"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|2.7|8.3|21.5||||0.4|3|23|4.5|5.5|9||||||||||0|8.1|19.8|||||||||||||||||||||"13881778"|"39855100"
"2Bwb"|2|"B"||||113|||200|||87||0|0|0|0|0|0|52|91|100|28|83|100|19|65|92|9|33|56|45.6|64.4|76.3|0.5|3.1|16.6|2.5|12.9|23.6|6.6|24.3|33.4|9|16.9|29.5|2.3|7.2|23.7|13.3|25.6|49.6|0.2|11.1|29.6|9|14.5|24.4|3.9|10|17.8|0|0|0|0|0.31|2||||1.25|1.58|1.6||||1.27|1.6|1.64||14|28|42|0.08|0.12|0.17||||4.2|15|23.4|1|6.3|14.7|15|34|50|0.1|0.4|1.2|0|21|32|0|6|11|0|0|3|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0||||0.4|2.4|7.9|0.9|1.2|6.2|3.5|5|6||||||||||1.2|4.1|10.1|||||||||||||||||||||"13881779"|"39855101"
"^C"||"^C"||||51|||113|||62||0|0|0|0|0|0|63|100|100|45|100|100|33|90|100|1|5|15|77.7|98.4|100|0|0.1|18.7|0.1|1.5|39.5|11.6|34.5|65.9|3.3|56.3|75.5|0.2|6|13.8|0|1.5|17.9|0|0.7|9|0|0.8|10.6|0|0.1|7.3|0|0|0|0.08|0.26|0.31||||1.16|1.63|1.65||||1.16|1.63|1.66||10|40|141.14|0.02|0.05|0.07|3.8|8.5|16.2|1.7|4.3|12.8|0.1|0.5|6|20|36|53|0|0|0.6|0|0|19|0|0|4|0|0|0|".05"|".05"|0|0|0|0|0|0|0|0|0|0|0|0|0.1|0.1|5.4||||0|0|6.9|3.5|5.6|8.4||||||||||0|2.5|7.1|||||||||||||||||||||"13881779"|"39855102"
"^Bw"||"^B"||||33|||51|||18||0|0|0|0|0|0|63|100|100|45|100|100|32|89|100|1|5|16|77.7|97.6|100|0|0.2|18.7|0.1|1.4|39.5|11.6|38.2|65.9|3.3|53.7|75.5|0.2|4.1|13.8|0|2.2|17.9|0|1.3|9|0|0.9|10.6|0|0.2|7.3|0|0|0|0.1|0.31|1.26||||1.16|1.61|1.65||||1.16|1.61|1.65||10|40|141.14|0.02|0.06|0.07|4|9.1|17.1|1.8|4.8|14|0.1|0.6|7.4|20|37|53|0|0|0.5|0|0|21|0|0|4|0|0|0|".05"|".05"|0|0|0|0|0|0|0|0|0|0|0|0||||0|0.1|3.2|0.5|0.7||3.5|5.2|8.4||||||||||0|2.4|7.4|||||||||||||||||||||"13881779"|"39855103"
"^A"||"^A"||||0|||33|||33||0|0|0|0|0|0|69|96|100|54|96|100|38|75|83|18|38|44|56.4|64.4|76.3|0.8|3.1|5.3|7.5|12.9|23.6|15.5|24.3|31.4|11.7|16.9|21.3|3|7.2|10.7|15.3|25.6|33.5|6|11.1|16|9.3|14.5|20.5|4.9|10|12.2|0|0|0.8|0.39|1.17|6.9||||1.01|1.49|1.57||||1.04|1.52|1.6||1|5|10|0.11|0.13|0.15||||8.4|17.3|25.2|2.5|7.7|17.4|26|40|58|0.2|0.6|1|17|23|38|2|6|7|0|0|0|".17"|".17"|0|0|1|0|0|0|0|0|0|0|0|0||||1.5|4|9.4|1.4|3||3.5|4.6|8.4||||||||||0|6.1|17|||||||||||||||||||||"13881779"|"39855104"
"2Bwb"|2|"B"||||113|||200|||87||0|0|0|0|0|0|52|91|100|28|83|100|19|65|92|9|33|56|45.6|64.4|76.3|0.5|3.1|16.6|2.5|12.9|23.6|6.6|24.3|33.4|9|16.9|29.5|2.3|7.2|23.7|13.3|25.6|49.6|0.2|11.1|29.6|9|14.5|24.4|3.9|10|17.8|0|0|0|0|0.31|2||||1.25|1.58|1.6||||1.27|1.6|1.64||14|28|42|0.08|0.12|0.17||||4.2|15|23.4|1|6.3|14.7|15|34|50|0.1|0.4|1.2|0|21|32|0|6|11|0|0|3|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0||||0.4|2.4|7.9|0.9|1.2|6.2|3.5|5|6||||||||||1.2|4.1|10.1|||||||||||||||||||||"13881780"|"39855105"
"^C"||"^C"||||51|||113|||62||0|0|0|0|0|0|63|100|100|45|100|100|33|90|100|1|5|15|77.7|98.4|100|0|0.1|18.7|0.1|1.5|39.5|11.6|34.5|65.9|3.3|56.3|75.5|0.2|6|13.8|0|1.5|17.9|0|0.7|9|0|0.8|10.6|0|0.1|7.3|0|0|0|0.08|0.26|0.31||||1.16|1.63|1.65||||1.16|1.63|1.66||10|40|141.14|0.02|0.05|0.07|3.8|8.5|16.2|1.7|4.3|12.8|0.1|0.5|6|20|36|53|0|0|0.6|0|0|19|0|0|4|0|0|0|".05"|".05"|0|0|0|0|0|0|0|0|0|0|0|0|0.1|0.1|5.4||||0|0|6.9|3.5|5.6|8.4||||||||||0|2.5|7.1|||||||||||||||||||||"13881780"|"39855106"
"^Bw"||"^B"||||33|||51|||18||0|0|0|0|0|0|63|100|100|45|100|100|32|89|100|1|5|16|77.7|97.6|100|0|0.2|18.7|0.1|1.4|39.5|11.6|38.2|65.9|3.3|53.7|75.5|0.2|4.1|13.8|0|2.2|17.9|0|1.3|9|0|0.9|10.6|0|0.2|7.3|0|0|0|0.1|0.31|1.26||||1.16|1.61|1.65||||1.16|1.61|1.65||10|40|141.14|0.02|0.06|0.07|4|9.1|17.1|1.8|4.8|14|0.1|0.6|7.4|20|37|53|0|0|0.5|0|0|21|0|0|4|0|0|0|".05"|".05"|0|0|0|0|0|0|0|0|0|0|0|0||||0|0.1|3.2|0.5|0.7||3.5|5.2|8.4||||||||||0|2.4|7.4|||||||||||||||||||||"13881780"|"39855107"
"^A"||"^A"||||0|||33|||33||0|0|0|0|0|0|69|96|100|54|96|100|38|75|83|18|38|44|56.4|64.4|76.3|0.8|3.1|5.3|7.5|12.9|23.6|15.5|24.3|31.4|11.7|16.9|21.3|3|7.2|10.7|15.3|25.6|33.5|6|11.1|16|9.3|14.5|20.5|4.9|10|12.2|0|0|0.8|0.39|1.17|6.9||||1.01|1.49|1.57||||1.04|1.52|1.6||1|5|10|0.11|0.13|0.15||||8.4|17.3|25.2|2.5|7.7|17.4|26|40|58|0.2|0.6|1|17|23|38|2|6|7|0|0|0|".17"|".17"|0|0|1|0|0|0|0|0|0|0|0|0||||1.5|4|9.4|1.4|3||3.5|4.6|8.4||||||||||0|6.1|17|||||||||||||||||||||"13881780"|"39855108"
"2Bwb"|2|"B"||||142|||200|||58||0|10|20|0|5|15|75|82|90|75|82|90|50|70|90|25|45|65|35|35|70||0|||0|||5|||20|||10||27|48|48||28|||20||3|17|17|0|0|0|0.5|0.5|1||||1.33|1.53|1.55||||1.38|1.58|1.59||1|20|100|0.09|0.15|0.17||||10|21.4|25.7|1.6|8.9|11.1|24|32|44|0.1|0.9|1|0|28|29|0|11|11|0|1|4|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0||||0.7|5.7|5.7|0.4|1.6|5.5|4.5|4.8|6||||||||||4.3|10|11.5|||||||||||||||||||||"13881781"|"39855109"
"2Ab"|2|"A"||||140|||142|||2||0|0|0|0|0|12|84|100|100|68|100|100|56|94|100|43|79|87|17|25.3|68.5|0.2|1.4|10.6|0.9|3.5|15.6|4|6.1|26|4.6|6.7|22.9|4.7|7.6|18.7|25|56.2|61.5|10.2|23.9|29.9|10.1|32.3|35|5.4|18.5|25.8|0|0|0|3|14|25||||1.1|1.28|1.4||||1.14|1.32|1.44||14|28|42|0.14|0.15|0.21||||16.7|36.2|45.3|4.9|26.1|41.9|27|41|49|0.1|1|2.8|23|58|88|2|11|16|0|13|27|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0||||2.1|11.5|32.8|2|6.8|21.5|3.6|4.8|6||||||||||9.5|36.5|68.2|||||||||||||||||||||"13881781"|"39855110"
"^Au"||"^A"||||0|||5|||5||0|0|0|0|1|2|10|20|29|6|16|25|4|12|22|2|7|14|45.6|63.4|76.3|0.8|8.5|10.6|2.8|14.5|23.6|6.6|17.9|33|9|13.5|27.9|3|9|21.5|15.3|27.8|49.6|1.1|13.4|27.9|9.1|14.4|22.4|3.6|8.8|14.5|0|0|0|2|2|5||||0.86|1.35|1.64||||0.89|1.38|1.67||1|50|100|0.02|0.04|0.07||||1.3|4.7|9.3|0.4|2|5.8|3|12|25|0|0.2|0.6|19|24|35|1|5|9|0|0|0|".02"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|3.6|8.1|13.2||||0.4|4|14.7|4.5|5.8|9||||||||||0|7.1|17.3|||||||||||||||||||||"13881781"|"39855111"
"^Bwu"||"^B"||||5|||28|||23||0|13|13|0|13|31|10|64|69|7|63|68|4|48|67|2|29|50|17|59.4|77.7|0.2|6.4|16.6|0.6|13.3|23.6|1.4|17.7|33.4|4.6|13.3|29.5|1.2|8.7|48.2|13.3|29.8|61.5|0.2|13.9|34.3|4.5|15.9|35|3|10.8|26.7|0|0|0|0.5|1|2||||1.26|1.58|1.75||||1.31|1.63|1.88||1|50|100|0|0.08|0.12||||0.7|10.9|21.2|0.2|5.2|16|2|22|38|0|0.6|3.5|0|23|41|0|6|18|0|0|5|".10"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|2.9|9.5|22.1||||0.3|4.6|23.6|4.5|5.7|9||||||||||0|7.9|20.5|||||||||||||||||||||"13881781"|"39855112"
"^Cu"||"^C"||||28|||46|||18||0|18|20|0|12|31|10|55|69|7|54|68|4|37|64|2|23|49|17|62.1|77.7|0.2|11.2|16.6|0.6|15.4|23.6|1.4|16.4|33.4|4.6|11.4|29.5|1.2|7.7|48.2|13.3|28.1|61.5|0.2|12.3|34.3|4.5|15.8|35|3|9.8|26.7|0|0|0|0.1|0.5|1||||1.56|1.61|1.75||||1.61|1.66|1.96||1|50|100|0|0.06|0.12||||0.6|8.8|21.2|0.1|3.9|16.1|2|18|30|0|0.5|3.4|0|21|39|0|6|18|0|0|5|".10"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|2.7|8.5|21.5||||0.4|3.1|23|4.5|5.5|9||||||||||0|8.2|19.8|||||||||||||||||||||"13881781"|"39855113"
"^C"||"^C"||||46|||140|||94||0|22|26|0|16|31|10|29|67|7|27|66|4|19|63|2|11|48|17|62|77.7|0.2|8.5|16.6|0.6|15.6|23.6|1.4|17.9|33.4|4.6|12.2|29.5|1.2|7.8|48.2|13.3|28.5|61.5|0.2|12.7|34.3|4.5|15.8|35|3|9.5|26.7|0|0|0|0.1|0.5|1||||1.56|1.61|1.75||||1.6|1.65|1.75||1|50|100|0|0.03|0.12||||0.5|4.2|20.2|0.1|1.8|14.8|2|9|29|0|0.2|3.4|0|21|39|0|5|18|0|0|5|".05"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|2.7|8.3|21.5||||0.4|3|23|4.5|5.5|9||||||||||0|8.1|19.8|||||||||||||||||||||"13881781"|"39855114"
"^A"||"^A"||||0|||17|||17||0|0|0|0|0|0|65|84|100|47|73|100|33|58|92|15|29|54|45.6|64.7|76.3|0.8|3.7|10.6|2.8|10.5|23.6|6.6|24.8|33|9|16.8|27.9|3|8.9|21.5|15.3|24|49.6|1.1|10.6|27.9|9.1|13.4|22.4|3.6|11.3|14.5|0|0|0.8|2.47|4.84|13.74||||0.86|1.14|1.65||||0.89|1.17|1.68||1|4.01|100|0.11|0.12|0.15||||7.9|17.4|27.8|2.6|9.2|21.7|18|44|61|0.2|0.7|1.1|0|32|55|0|7|9|0|0|4|".20"|".20"|0|0|6|0|0|0|0|0|0|0|0|0|2|6.3|7.7||||0.4|4.9|43.7|5.1|6.3|8.4||||||||||0|4.8|15.1|||||||||||||||||||||"13881782"|"39855115"
"2^Cu"|2|"^C"||||69|||183|||114||0|11|43|0|9|43|24|67|93|21|66|93|10|40|84|4|16|57|17|78.3|87.5|0.2|10.6|50.1|0.6|21.4|33.4|1.4|26.6|45.8|2.7|13.7|34.8|1.1|6|48.2|4.9|15.7|61.5|0.2|5.1|34.4|0|10.6|35|2.1|6|26.7|0|0|1|0.21|4.26|14.38||||0.92|1.8|1.85||||1.81|1.82|2.01||1|10|100|0.06|0.08|0.23||||3.4|12.6|47|0.7|7.2|40.3|9|16|54|0|0.2|2.3|0|26|66|0|3|17|0|0|10|".17"|".17"|0|2|10|0|0|0|0|0|0|0|0|0|1.1|3.3|14.3||||0.2|23.9|53|5.1|8|8.4||||||||||0|0|18.7|||||||||||||||||||||"13881782"|"39855116"
"^Bwu"||"^B"||||17|||69|||52||0|6|41|0|2|41|45|84|93|25|75|89|16|57|89|7|27|61|17|68.6|77.7|0.2|3.8|16.6|0.6|13.5|23.6|1.4|26.1|33.4|4.6|16.9|29.5|1.2|8.3|48.2|13.3|20.7|61.5|0.2|8.7|34.3|4.5|12|35|3.2|10.7|26.7|0|0|0.8|0.64|1.16|5.53||||1.25|1.74|1.85||||1.29|1.78|1.9||1|6|100|0.09|0.1|0.23||||8|14.7|28.2|2.3|7.4|25.2|18|24|45|0.1|0.6|2.3|16|24|47|1|6|18|0|0|9|".24"|".24"|0|2|10|0|0|0|0|0|0|0|0|0|1.7|5.8|14.2||||0.2|26.4|52.9|5.1|7.4|8.4||||||||||0|0|15|||||||||||||||||||||"13881782"|"39855117"
"^A"||"^A"|||0|0|0|8|13|18||13||0|0|0|0|0|0|70|91|98|67|91|98|50|77|84|30|49|54|31.3|51.5|52|0.2|3.6|7.8|0.6|8.4|13.5|1.4|14.4|26|5.7|15.9|20.3|1.2|9.2|31.7|32|32.1|50.8|8.5|12.4|30.2|5.5|19.7|30.3|7.7|16.4|17.9|0|0|0.8|1.67|1.67|12||||0.95|1.41|1.49||||1|1.46|1.54||3|5|10|0.1|0.17|0.22||||19.2|25.7|35.7|5.7|10.9|25.5|35|41|60|0.5|1.2|1.4|22|30|54|4|10|11|0|2|8|".28"|".28"|0|0|6|0|0|0|0|0|0|0|0|0|4.2|8.6|9.5||||1|6.4|45.5|5.1|6.2|7.8||||||||||0|5.2|15.3|||||||||||||||||||||"13881783"|"39855118"
"^Bw1"||"^B"||1|8|13|18|33|41|51||28||0|0|0|0|3|45|50|92|99|27|87|99|18|73|83|11|47|54|17|50.2|77.7|0.2|5.5|16.6|0.6|8.1|23.6|1.4|13.1|33.4|4.6|15.8|29.5|1.2|7.7|48.2|13.3|32.9|65.1|0.2|11.9|34.3|4.5|21|35|3|16.9|17.9|0|0|0.8|0.36|1.16|4.17||||1.36|1.62|1.7||||1.42|1.68|1.76||4.01|6|40|0.1|0.16|0.23||||10.5|25.2|31.3|1.7|11.4|17.7|22|32|45|0.1|1.1|1.4|0|29|37|0|11|11|0|2|8|".32"|".32"|0|0|10|0|0|0|0|0|0|0|0|0|1.6|8.2|9.4||||0.2|5.3|48.1|5.1|6.2|7.8||||||||||0|4.8|12.1|||||||||||||||||||||"13881783"|"39855119"
"^Bw2"||"^B"||2|33|41|51||76|102||35||0|0|0|0|2|44|51|94|99|28|89|99|20|76|85|11|50|56|17|48.8|77.7|0.2|3.3|16.6|0.6|8|23.6|1.4|12.2|33.4|4.6|17.1|29.5|1.2|8.2|48.2|13.3|33.9|65.1|0.2|12.1|34.3|4.5|21.8|35|3|17.3|17.9|0|0|0.8|0.36|1.5|4.17||||1.36|1.69|1.7||||1.42|1.75|1.77||4.01|6|40|0.1|0.16|0.23||||10.6|26.5|31.8|1.7|12.8|18.5|22|30|45|0.1|1.1|1.4|0|30|37|0|11|11|0|2|8|".32"|".32"|0|0|10|0|0|0|0|0|0|0|0|0|1.6|7.9|9.4||||0.2|6.8|48.1|5.1|6.6|7.8||||||||||0|2.8|12.1|||||||||||||||||||||"13881783"|"39855120"
"^C"||"^C"|||33|76|102|102|200|200||124||0|0|0|0|3|47|49|92|99|25|87|99|18|69|85|10|43|54|17|56.4|77.7|0.2|7.4|16.6|0.6|8.8|23.6|1.4|14.7|33.4|4.6|15.6|29.5|1.2|9.9|48.2|13.3|31.5|65.1|0.2|13.3|34.3|4.5|18.2|35|3|12.1|17.9|0|0|1|0.39|1.14|12.76||||0.95|1.52|1.7||||1|1.57|1.75||4.01|6|40|0.1|0.12|0.23||||6.9|17.1|42.4|1.7|8.4|29.1|22|36|60|0.1|0.9|1.4|0|25|55|0|7|11|0|0|11|".32"|".32"|0|1|30|0|0|0|0|0|0|0|0|0|1.6|7.7|9.4||||0.3|16.9|48.1|5.1|6.6|7.8||||||||||0|2.5|15.6|||||||||||||||||||||"13881783"|"39855121"
"^Au"||"^A"|||0|0|0|8|20|25||20||0|6|13|0|19|45|47|78|90|34|78|90|19|48|61|8|23|31|62.1|75.5|77.7|4.5|15.5|16.6|14.2|17.7|23.6|16.1|20.6|33.4|9.6|13.7|17.2|2.3|8|10.4|13.3|16.9|28.1|0.2|7.1|13.9|9|9.8|18.8|3.2|7.6|10.2|0|0|0.8|2.47|8.88|10.72||||0.9|1.34|1.5||||0.92|1.36|1.52||0.1|1.41|10|0.05|0.08|0.13||||2.3|23.8|26.3|0.8|16.3|19.3|6|39|58|0.1|0.3|0.8|20|38|44|1|4|5|0|0|0|".17"|".17"|0|2|5|0|0|0|0|0|0|0|0|0|1.8|4.3|5.3||||0.8|24.9|38.6|4.5|7.4|9||||||||||0|8.5|15.5|||||||||||||||||||||"13881784"|"39855122"
"^Cu"||"^C"||||66|||200|||134||14|18|91|18|28|100|18|69|85|7|64|85|4|39|75|2|19|54|17|75.5|77.7|0.2|15.5|16.6|0.6|17.7|23.6|1.4|20.6|33.4|4.6|13.7|29.5|1.2|8|48.2|13.3|16.9|61.5|0.2|7.1|34.3|4.5|9.8|35|3.2|7.6|26.7|0|0|2.4|0.21|10.52|14.38||||0.9|1.55|1.65||||0.92|1.57|1.78||1|4|10|0.02|0.04|0.14||||2.1|10.2|31|0.5|7.8|24.9|6|12|38|0|0.2|2|0|42|66|0|4|17|0|0|8|".20"|".20"|0|12|19|0|0|0|0|0|0|0|0|0|1.7|4.3|13.5||||0.6|43|52.2|4.5|8|9||||||||||0|8.8|20.2|||||||||||||||||||||"13881784"|"39855123"
